Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Goodbuild Shepherd Residency ,"1601-A Wing, Mitha Nagar, Mumbai Andheri-Dahisar, Mumbai",1.6 Crore,"18,713",Super Built up area 855(79.43 sq.m.)Carpet area: 825 sq.ft. (76.65 sq.m.),2.0,2.0,16th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Hiranandani Estate, Thane, Mumbai",3.1 Crore,"22,142",Carpet area: 1400 (130.06 sq.m.),3.0,3.0,11st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Sindhu Wadi, Central Mumbai suburbs, Mumbai",5.85 Crore,"28,235",Built Up area: 2125 (197.42 sq.m.)Carpet area: 1331 sq.ft. (123.65 sq.m.),4.0,4.0,3rd  ,5 to 10 Year Old, Ready to move
Serenity Heights ," Marol, Mumbai Andheri-Dahisar, Mumbai",3.3 Crore,"29,649",Carpet area: 1113 (103.4 sq.m.),3.0,3.0,2nd  ,0 to 1 Year Old, Ready to move
Riddhi Siddhi CHS ,"504, Bhandup West, Central Mumbai suburbs, Mumbai",1.05 Crore,"17,213",Built Up area: 610 (56.67 sq.m.)Carpet area: 444 sq.ft. (41.25 sq.m.),1.0,2.0,5th  ,10+ Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",89 Lac,"15,978",Carpet area: 557 (51.75 sq.m.),2.0,2.0,21st  ,1 to 5 Year Old, Ready to move
Vakratunda Palace ,"B-1104,vakratunda Palace,tank Road,bhandup West, Valmiki Nagar, Central Mumbai suburbs, Mumbai",1.65 Crore,"24,337",Carpet area: 678 (62.99 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Santacruz West, Mumbai South West, Mumbai",5.75 Crore,"59,895",Carpet area: 960 (89.19 sq.m.),3.0,3.0,9th  ,5 to 10 Year Old, Ready to move
Ganraj Beauty Landmark ,"Bhandup (West), Bhandup West, Central Mumbai suburbs, Mumbai",80 Lac,"21,799",Carpet area: 367 (34.1 sq.m.),1.0,1.0,19th  ,1 to 5 Year Old, Ready to move
Tata Amantra ," Kalyan West, Mumbai Beyond Thane, Mumbai",85 Lac,"7,937",Built Up area: 1071 (99.5 sq.m.)Carpet area: 666 sq.ft. (61.87 sq.m.),2.0,1.0,17th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"In Front Of D Mart, Ghodbunder Road, Thane, Mumbai",75 Lac,"17,857",Carpet area: 420 (39.02 sq.m.),1.0,2.0,4th  ,1 to 5 Year Old, Ready to move
Rohan Lifescapes Amrut Wadi ,"183, Girgaum, South Mumbai, Mumbai",1.83 Crore,"44,561",Carpet area: 410 (38.09 sq.m.),1.0,1.0,18th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Prabhadevi, South Mumbai, Mumbai",3.3 Crore,"47,142",Carpet area: 700 (65.03 sq.m.),2.0,2.0,9th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Dadar West, South Mumbai, Mumbai",4.4 Crore,"31,428",Carpet area: 1400 (130.06 sq.m.),4.0,3.0,3rd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Bhakti Mandir, Thane, Mumbai",1.5 Crore,"19,815",Carpet area: 757 (70.33 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
MICL Aaradhya Highpark ," Mira Road, Mira Road And Beyond, Mumbai",1.38 Crore,"21,904",Carpet area: 630 (58.53 sq.m.),2.0,2.0,1st  ,Within 3 months, Under Construction
Toll Free 1800 41 99099,"C401, Muthaval, Mumbai Beyond Thane, Mumbai",39 Lac,"6,414",Super Built up area 643(59.74 sq.m.)Built Up area: 608 sq.ft. (56.49 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move
Sark Park View ," Kharghar, Navi Mumbai, Mumbai",49 Lac,"8,909",Carpet area: 550 (51.1 sq.m.),1.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 30 Kharghar, Navi Mumbai, Mumbai",65 Lac,"6,190",Super Built up area 1050(97.55 sq.m.)Built Up area: 925 sq.ft. (85.94 sq.m.)Carpet area: 618 sq.ft. (57.41 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Bhandup East, Central Mumbai suburbs, Mumbai",79.5 Lac,"15,806",Super Built up area 503(46.73 sq.m.)Built Up area: 444 sq.ft. (41.25 sq.m.)Carpet area: 403 sq.ft. (37.44 sq.m.),1.0,1.0,Ground,10+ Year Old, Ready to move
Balaji Symphony ,"New Panvel, New Panvel, Navi Mumbai, Mumbai",70 Lac,"8,695",Super Built up area 805(74.79 sq.m.),1.0,1.0,21st  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Near Vandana Godavari Building, Versova, Mumbai Andheri-Dahisar, Mumbai",2.15 Crore,"20,834",Built Up area: 970 (90.12 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Sector 16 Ghansoli, Navi Mumbai, Mumbai",65 Lac,"13,000",Super Built up area 500(46.45 sq.m.)Built Up area: 495 sq.ft. (45.99 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"302, A3, Shree Datta Nagari, Kalher, Thane, Mumbai",22 Lac,"3,055",Built Up area: 720 (66.89 sq.m.),1.0,1.0,3rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",80 Lac,"8,000",Built Up area: 1000 (92.9 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Wellwisher Town ," Khopoli, Mumbai Beyond Thane, Mumbai",42 Lac,"7,000",Built Up area: 1000 (92.9 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,8th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Khanda Colony, Navi Mumbai, Mumbai",85 Lac,"9,309",Super Built up area 913(84.82 sq.m.)Built Up area: 769 sq.ft. (71.44 sq.m.)Carpet area: 639 sq.ft. (59.37 sq.m.),2.0,2.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Bhandup West, Central Mumbai suburbs, Mumbai",1.27 Crore,"20,819",Carpet area: 610 (56.67 sq.m.),2.0,2.0,12nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Plot No. 139, Survey No. 169, Royal Palms Estate, Aarey Colony, Goregaon East, Mumbai Andheri-Dahisar, Mumbai",2.3 Crore,"7,187",Plot area 3200(297.29 sq.m.),,,,Immediate, Ready to move
Toll Free 1800 41 99099,"102, Vakola, Mumbai South West, Mumbai",1.25 Crore,"27,777",Carpet area: 450 (41.81 sq.m.),2.0,2.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Sector-24 Ulwe, Sector 24 Ulwe, Navi Mumbai, Mumbai",37 Lac,"6,434",Built Up area: 575 (53.42 sq.m.),1.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"C15, Bhayander West, Mira Road And Beyond, Mumbai",34 Lac,"9,714",Carpet area: 350 (32.52 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"C-5,d/4, Lokmanya Nagar, Thane, Mumbai",50 Lac,"14,285",Built Up area: 350 (32.52 sq.m.)Carpet area: 280 sq.ft. (26.01 sq.m.),1.0,1.0,Ground,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Virar West, Mira Road And Beyond, Mumbai",28 Lac,"4,746",Built Up area: 590 (54.81 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move
Triveni Ultima Bliss ,"1504, Kalyan West, Mumbai Beyond Thane, Mumbai",60 Lac,"7,519",Super Built up area 758(70.42 sq.m.)Carpet area: 387.18 sq.ft. (35.97 sq.m.),1.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"005, Chipale, Navi Mumbai, Mumbai",54 Lac,"6,315",Super Built up area 950(88.26 sq.m.),2.0,2.0,Ground,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Old Panvel, Navi Mumbai, Mumbai",59 Lac,"12,553",Built Up area: 750 (69.68 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),1.0,1.0,3rd  ,0 to 1 Year Old, Ready to move
Sai Sastha Crystal ,"1606, Bhandup West, Central Mumbai suburbs, Mumbai",70 Lac,"20,771",Carpet area: 337 (31.31 sq.m.),1.0,1.0,16th  ,1 to 5 Year Old, Ready to move
CGEWHO Kendriya Vihar ,"C-7/11, Sector 11 Kharghar, Navi Mumbai, Mumbai",1.19 Crore,"9,916",Carpet area: 1200 (111.48 sq.m.),3.0,2.0,3rd  ,10+ Year Old, Ready to move
Mehek CHS ," Sector 12 Kharghar, Navi Mumbai, Mumbai",90 Lac,"16,513",Carpet area: 545 (50.63 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move
Marathon Nexzone ,"Altis, New Panvel, Navi Mumbai, Mumbai",70 Lac,"8,083",Built Up area: 866 (80.45 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Mittal Tower CHS ," Koperkhairane, Navi Mumbai, Mumbai",1.2 Crore,"18,547",Carpet area: 647 (60.11 sq.m.),2.0,2.0,4th  ,10+ Year Old, Ready to move
Lodha Regency ,"Y401, Dombivli East, Mumbai Beyond Thane, Mumbai",58 Lac,"7,878",Built Up area: 835 (77.57 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Dombivli (East), Dombivli East, Mumbai Beyond Thane, Mumbai",53 Lac,"7,162",Built Up area: 740 (68.75 sq.m.),2.0,2.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," New Panvel, Navi Mumbai, Mumbai",30 Lac,"5,555",Super Built up area 540(50.17 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move
Lodha Eternis ," Andheri East, Mumbai Andheri-Dahisar, Mumbai",2.65 Crore,"31,030",Carpet area: 854 (79.34 sq.m.),2.0,2.0,5th  ,1 to 5 Year Old, Ready to move
Gitanjali Tatva ," Borivali East, Mumbai Andheri-Dahisar, Mumbai",2.75 Crore,"20,370",Super Built up area 1350(125.42 sq.m.)Carpet area: 937 sq.ft. (87.05 sq.m.),3.0,2.0,14th  ,0 to 1 Year Old, Ready to move
Kohinoor Majestic ," Kalyan West, Mumbai Beyond Thane, Mumbai",50 Lac,"6,896",Built Up area: 725 (67.35 sq.m.)Carpet area: 476 sq.ft. (44.22 sq.m.),1.0,2.0,15th  ,Within 3 months, Under Construction
Toll Free 1800 41 99099," Khardi, Mumbai Beyond Thane, Mumbai",15 Lac,735,Plot area 2040(189.52 sq.m.),,,,Immediate, Ready to move
MM Spectra ,"1506, Chembur East, Mumbai Harbour, Mumbai",1.8 Crore,"12,032",Super Built up area 1496(138.98 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kopar, Mumbai Beyond Thane, Mumbai",1.18 Crore,"15,733",Carpet area: 676 (62.8 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Pam Vasant ," Virar East, Mira Road And Beyond, Mumbai",80 Lac,"8,056",Built Up area: 1055 (98.01 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Byculla East, Mumbai Harbour, Mumbai",2.7 Crore,"33,750",Super Built up area 800(74.32 sq.m.)Carpet area: 580 sq.ft. (53.88 sq.m.),2.0,2.0,1st  ,5 to 10 Year Old, Ready to move
Asmitha Jyothi CHS ," Malad West, Mumbai Andheri-Dahisar, Mumbai",78 Lac,"12,560",Super Built up area 621(57.69 sq.m.)Carpet area: 524 sq.ft. (48.68 sq.m.),1.0,2.0,6th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Naupada, Thane, Mumbai",1 Crore,"15,384",Built Up area: 650 (60.39 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1.0,1.0,9th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Vile Parle East, Mumbai South West, Mumbai",4.25 Crore,"43,234",Super Built up area 1327(123.28 sq.m.)Carpet area: 983 sq.ft. (91.32 sq.m.),3.0,3.0,10th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"102/g, Mulund West, Central Mumbai suburbs, Mumbai",1.55 Crore,"21,892",Carpet area: 708 (65.78 sq.m.),2.0,2.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Parsik Nagar Flat No. 103, First Floor, Kalwa, Mumbai Beyond Thane, Mumbai",80 Lac,"12,403",Built Up area: 645 (59.92 sq.m.)Carpet area: 520 sq.ft. (48.31 sq.m.),1.0,2.0,1st  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"C 701, Neelam Nagar, Central Mumbai suburbs, Mumbai",2.25 Crore,"36,466",Carpet area: 617 (57.32 sq.m.),2.0,2.0,7th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"D-604 Mogra Village, Andheri East, Mumbai Andheri-Dahisar, Mumbai",1.7 Crore,"28,239",Carpet area: 602 (55.93 sq.m.),2.0,2.0,6th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"429, V.P. Road Flat No: 8 / 9, Andheri West, Mumbai Andheri-Dahisar, Mumbai",2.65 Crore,"23,913",Carpet area: 1150 (106.84 sq.m.),4.0,3.0,3rd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Thane West, Thane, Mumbai",1.25 Crore,"19,230",Carpet area: 650 (60.39 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Ho.No. 8 Sanman Singh Road, Bhandup West, Bhandup West, Central Mumbai suburbs, Mumbai",32 Lac,"8,000",Plot area 400(37.16 sq.m.),2.0,2.0,2,10+ Year Old, Ready to move
Aishwarya Avant Heritage 1 and 2 ,"1205, JVLR, Mumbai Andheri-Dahisar, Mumbai",1.2 Crore,"30,769",Carpet area: 390 (36.23 sq.m.),1.0,2.0,12nd  ,0 to 1 Year Old, Ready to move
Heena Presidency ,"Mira Road East, Mira Road East, Mira Road And Beyond, Mumbai",59.5 Lac,"8,500",Super Built up area 700(65.03 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"203, Virar East, Mira Road And Beyond, Mumbai",55 Lac,"6,875",Carpet area: 800 (74.32 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Wada, Mumbai Beyond Thane, Mumbai",55 Lac,"2,291",Plot area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,2.0,1,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"S V Road, Jawahar Nagar, Mumbai Andheri-Dahisar, Mumbai",2.8 Crore,"19,622",Built Up area: 1376 (127.83 sq.m.)Carpet area: 860 sq.ft. (79.9 sq.m.),3.0,3.0,13rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Casa Bella Suprema, Dombivli East, Mumbai Beyond Thane, Mumbai",59.5 Lac,"10,170",Carpet area: 585 (54.35 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Flat No 210, Plot No 15, Sector 21 Ulwe, Navi Mumbai, Mumbai",51 Lac,"7,968",Built Up area: 640 (59.46 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,1.0,2nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Panvel, Navi Mumbai, Mumbai",49 Lac,"6,486",Plot area 740(68.75 sq.m.),2.0,2.0,2,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Kasar vadavali, Thane, Mumbai",55 Lac,"14,550",Carpet area: 378 (35.12 sq.m.),1.0,1.0,6th  ,0 to 1 Year Old, Ready to move
Gundecha Asta ," Sakinaka, Mumbai Andheri-Dahisar, Mumbai",1.08 Crore,"26,932",Carpet area: 401 (37.25 sq.m.),1.0,1.0,11st  ,1 to 5 Year Old, Ready to move
Kabra Galaxy Star CHS ," Brahmand, Thane, Mumbai",1.1 Crore,"10,280",Super Built up area 1070(99.41 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),2.0,2.0,6th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Flat-301, Plot-356a, Sector 31 Vashi, Navi Mumbai, Mumbai",55 Lac,"8,800",Super Built up area 625(58.06 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"136, Sector 2 Ulwe, Navi Mumbai, Mumbai",71 Lac,"8,160",Carpet area: 870 (80.83 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Dr Din Dayal Road, Mumbai Beyond Thane, Dombivli West, Mumbai Beyond Thane, Mumbai",23.5 Lac,"6,351",Built Up area: 370 (34.37 sq.m.)Carpet area: 340 sq.ft. (31.59 sq.m.),1.0,1.0,4th  ,10+ Year Old, Ready to move
JP Harmony ,"Bhd Reliance Residency, Near Shiv Mandir, Ambernath, Mumbai Beyond Thane, Mumbai",36 Lac,"3,517",Built Up area: 995 (92.44 sq.m.)Carpet area: 735 sq.ft. (68.28 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Horizon Homes ,"1003, Liberty Garden, Mumbai Andheri-Dahisar, Mumbai",1.85 Crore,"29,505",Carpet area: 627 (58.25 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Tembhipada, Central Mumbai suburbs, Mumbai",56 Lac,"18,666",Carpet area: 300 (27.87 sq.m.),1.0,1.0,14th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",89 Lac,"15,752",Built Up area: 565 (52.49 sq.m.)Carpet area: 433 sq.ft. (40.23 sq.m.),1.0,1.0,5th  ,5 to 10 Year Old, Ready to move
Unity Apartment ,"Damodar Park, Ghatkopar West, Central Mumbai suburbs, Mumbai",49 Lac,"10,187",Super Built up area 481(44.69 sq.m.)Built Up area: 480 sq.ft. (44.59 sq.m.)Carpet area: 380 sq.ft. (35.3 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move
Landmark Jawahar Milan CHS ," Malad East, Mumbai Andheri-Dahisar, Mumbai",1.93 Crore,"24,275",Carpet area: 793 (73.67 sq.m.),3.0,3.0,3rd  ,0 to 1 Year Old, Ready to move
Vinay Unique Gardens ,"E-801, Virar West, Mira Road And Beyond, Mumbai",33.5 Lac,"4,954",Built Up area: 670 (62.25 sq.m.)Carpet area: 390 sq.ft. (36.23 sq.m.),1.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"New Panvel, New Panvel, Navi Mumbai, Mumbai",68 Lac,"8,484",Super Built up area 825(76.65 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 725 sq.ft. (67.35 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Khar West, Khar West, Mumbai South West, Mumbai",1.25 Crore,"19,230",Built Up area: 650 (60.39 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1.0,1.0,4th  ,10+ Year Old, Ready to move
Sagar Mahal ,"Opposite Gopi Birla School And Sheetal Baug, Walkeshwar, South Mumbai, Mumbai",16.5 Crore,"67,350",Built Up area: 2450 (227.61 sq.m.),4.0,5.0,9th  ,10+ Year Old, Ready to move
Bharat Shiv Sai Paradise ,"C1201, Majiwada, Thane, Mumbai",82 Lac,"13,268",Super Built up area 618(57.41 sq.m.)Carpet area: 448 sq.ft. (41.62 sq.m.),1.0,1.0,12nd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Shivaji Nagar, Shivaji Nagar, Thane, Mumbai",18 Lac,"9,230",Carpet area: 195 (18.12 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
SRK Solitaire ," Sector 18 Kharghar, Navi Mumbai, Mumbai",2.15 Crore,"17,551",Built Up area: 1750 (162.58 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),3.0,3.0,6th  ,5 to 10 Year Old, Ready to move
AO Realty Bianca ,"Flat No 1001, Andheri East, Mumbai Andheri-Dahisar, Mumbai",2.9 Crore,"28,712",Carpet area: 1010 (93.83 sq.m.),3.0,3.0,10th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Andheri East, Mumbai Andheri-Dahisar, Mumbai",3.25 Crore,"29,545",Carpet area: 1100 (102.19 sq.m.),3.0,3.0,5th  ,10+ Year Old, Ready to move
Virat Green Avenue ," Shilphata, Navi Mumbai, Mumbai",67 Lac,"9,279",Carpet area: 722 (67.08 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kalyan West, Mumbai Beyond Thane, Mumbai",53 Lac,"7,310",Built Up area: 725 (67.35 sq.m.)Carpet area: 525 sq.ft. (48.77 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move
Lodha Lakeshore Greens ," Dombivli East, Mumbai Beyond Thane, Mumbai",70 Lac,"10,401",Carpet area: 673 (62.52 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Chandivali, Central Mumbai suburbs, Mumbai",2.25 Crore,"20,361",Built Up area: 1105 (102.66 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
SRP Krish Residency ," Panvel, Navi Mumbai, Mumbai",33 Lac,"7,674",Carpet area: 430 (39.95 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Kanjur Marg West, LBS Marg, Central Mumbai suburbs, Mumbai",2.3 Crore,"23,421",Carpet area: 982 (91.23 sq.m.),3.0,3.0,10th  ,10+ Year Old, Ready to move
Vissanji Park ,"9/a, Lokmanya Tilak Colony, South Mumbai, Mumbai",3.5 Crore,"45,161",Carpet area: 775 (72 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move
Kanakia Rainforest ," Marol, Mumbai Andheri-Dahisar, Mumbai",1.7 Crore,"3,91,705",Carpet area: 43.4 ,1.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"501, Grant Road East, South Mumbai, Mumbai",2.5 Crore,"26,548",Carpet area: 1017 (94.48 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Lodha Palava City ,"F-6, Dombivli East, Mumbai Beyond Thane, Mumbai",23 Lac,"7,540",Carpet area: 305 (28.34 sq.m.),1.0,1.0,Ground,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 21 Nerul, Navi Mumbai, Mumbai",84 Lac,"14,358",Super Built up area 585(54.35 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
Lodha Palava City ," Dombivli East, Mumbai Beyond Thane, Mumbai",60 Lac,"8,298",Carpet area: 723 (67.17 sq.m.),2.0,2.0,6th  ,5 to 10 Year Old, Ready to move
Shree Chamunda Dham ,"301, Sector 19 Ulwe, Navi Mumbai, Mumbai",77.5 Lac,"9,687",Carpet area: 800 (74.32 sq.m.),2.0,2.0,3rd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Dombivli (East), Dombivli East, Mumbai Beyond Thane, Mumbai",99 Lac,"8,215",Built Up area: 1205 (111.95 sq.m.),3.0,3.0,4th  ,10+ Year Old, Ready to move
Silver Crest CHS ," Raheja Vihar, Central Mumbai suburbs, Mumbai",1.9 Crore,"19,000",Built Up area: 1000 (92.9 sq.m.)Carpet area: 792 sq.ft. (73.58 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Samartha Aangan ," Lokhandwala Andheri West, Mumbai Andheri-Dahisar, Mumbai",5.1 Crore,"32,903",Super Built up area 1550(144 sq.m.),3.0,3.0,18th  ,10+ Year Old, Ready to move
Jewel Arista ,"Badlapur (W), Sonivali, Mumbai Beyond Thane, Mumbai",25 Lac,"3,650",Super Built up area 685(63.64 sq.m.),1.0,1.0,4th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Dheeraj Jamuna Chs, Chincholi Bunder Road, Malad(West), Chincholi Bunder Road, Mumbai Andheri-Dahisar, Mumbai",1.1 Crore,"17,544",Built Up area: 570 (52.95 sq.m.)Carpet area: 432 sq.ft. (40.13 sq.m.),1.0,2.0,14th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Borivali East, Mumbai Andheri-Dahisar, Mumbai",2.99 Crore,"23,000",Super Built up area 1300(120.77 sq.m.)Carpet area: 941 sq.ft. (87.42 sq.m.),3.0,3.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Malad East, Mumbai Andheri-Dahisar, Mumbai",80 Lac,"18,348",Carpet area: 436 (40.51 sq.m.),1.0,2.0,7th  ,10+ Year Old, Ready to move
Gopala Apartment ,"101, Vashi, Navi Mumbai, Mumbai",1.6 Crore,"10,322",Carpet area: 1550 (144 sq.m.),2.0,2.0,Ground,10+ Year Old, Ready to move
Cosmos Springs Angel ," Owale, Thane, Mumbai",1.65 Crore,"11,785",Built Up area: 1400 (130.06 sq.m.),3.0,3.0,20th  ,5 to 10 Year Old, Ready to move
Godrej Sky Garden ," Panvel, Navi Mumbai, Mumbai",75 Lac,"13,157",Carpet area: 570 (52.95 sq.m.),2.0,2.0,6th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Chembur, Mumbai, Maharashtra, India, Chembur, Mumbai Harbour, Mumbai",2.95 Crore,"52,584",Carpet area: 561 (52.12 sq.m.),2.0,2.0,2nd  ,undefined, Ready to move
Toll Free 1800 41 99099," Thane West, Thane, Mumbai",1.95 Crore,"15,427",Built Up area: 1264 (117.43 sq.m.)Carpet area: 936 sq.ft. (86.96 sq.m.),3.0,3.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Prabhadevi, South Mumbai, Mumbai",7.5 Crore,"62,189",Built Up area: 1206 (112.04 sq.m.),3.0,4.0,6th  ,10+ Year Old, Ready to move
Vision Aarambh ," Neral, Mumbai Beyond Thane, Mumbai",22 Lac,559,Plot area 3929(365.02 sq.m.),,,2,Immediate, Ready to move
Panchali Apartment ,"Panchali Apartment, Sector 12 Vashi, Navi Mumbai, Mumbai",2.8 Crore,"16,279",Super Built up area 1720(159.79 sq.m.),3.0,4.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Lokhandwala Andheri West, Mumbai Andheri-Dahisar, Mumbai",2.27 Crore,"27,906",Super Built up area 860(79.9 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move
,,,,,,,,,
Toll Free 1800 41 99099,"O-13, Sector 9 Belapur, Navi Mumbai, Mumbai",1.75 Crore,"8,750",Plot area 2000(185.81 sq.m.),3.0,2.0,2,10+ Year Old, Ready to move
